CustomerID,PrimaryCountry,FirstPurchaseDate,LastPurchaseDate,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,CustomerLifetimeDays,RecencyScore,FrequencyScore,MonetaryScore,RFMScore
15672,United Kingdom,2009-12-14 16:52:00,2009-12-14 16:52:00,726,1,45.300000000000004,10,45.3,0,1,1,1,111
15673,United Kingdom,2010-02-22 14:28:00,2011-09-12 16:12:00,89,9,6204.32,3274,689.37,567,3,5,5,355
15674,United Kingdom,2009-12-08 17:08:00,2011-09-27 15:17:00,74,13,6948.2300000000005,3648,534.48,658,3,5,5,355
15675,United Kingdom,2010-10-31 14:14:00,2011-09-19 13:48:00,82,4,542.04,624,135.51,323,3,3,2,332
15676,United Kingdom,2011-03-01 10:19:00,2011-11-21 12:40:00,19,3,3435.76,2252,1145.25,265,5,3,5,535
15677,United Kingdom,2010-09-02 12:08:00,2011-10-21 15:36:00,50,3,1305.6299999999999,675,435.21,414,4,3,4,434
15678,United Kingdom,2010-07-05 12:49:00,2011-10-18 09:25:00,53,3,1825.94,1022,608.65,470,4,3,4,434
15679,United Kingdom,2011-06-10 08:24:00,2011-11-15 16:19:00,25,4,781.28,1170,195.32,158,4,3,3,433
15680,United Kingdom,2009-12-02 12:15:00,2011-11-30 13:46:00,10,10,4028.69,2743,402.87,728,5,5,5,555
15681,United Kingdom,2010-05-24 14:18:00,2011-11-14 16:30:00,26,14,2989.7000000000003,1392,213.55,539,4,5,5,455
15682,United Kingdom,2010-01-21 14:37:00,2010-04-19 15:30:00,600,2,318.24,222,159.12,88,1,2,2,122
15683,United Kingdom,2010-08-23 12:01:00,2011-08-14 12:56:00,118,2,524.54,332,262.27,356,3,2,2,322
15684,United Kingdom,2009-12-04 16:13:00,2010-06-10 18:51:00,548,3,173.95,77,57.98,188,1,3,1,131
15685,United Kingdom,2010-09-15 13:43:00,2010-09-15 13:43:00,451,1,55.980000000000004,36,55.98,0,1,1,1,111
15686,United Kingdom,2010-10-15 13:50:00,2010-10-15 13:50:00,421,1,90.0,72,90.0,0,1,1,1,111
15687,United Kingdom,2011-01-13 15:13:00,2011-12-01 08:33:00,9,9,2993.1,1310,332.57,322,5,5,5,555
15688,United Kingdom,2010-10-17 12:06:00,2010-10-17 12:06:00,419,1,190.57,95,190.57,0,1,1,1,111
15689,United Kingdom,2010-04-01 09:53:00,2011-08-12 09:37:00,120,3,521.03,207,173.68,498,3,3,2,332
15690,United Kingdom,2011-08-31 11:40:00,2011-12-05 15:59:00,5,2,239.76,408,119.88,96,5,2,1,521
15691,United Kingdom,2009-12-06 16:01:00,2011-04-01 15:13:00,253,4,571.3,212,142.82,481,2,3,2,232
15692,United Kingdom,2011-11-11 14:12:00,2011-11-11 14:12:00,29,1,191.04,138,191.04,0,4,1,1,411
15693,United Kingdom,2010-02-18 14:37:00,2010-02-18 14:37:00,660,1,37.5,30,37.5,0,1,1,1,111
15694,United Kingdom,2009-12-07 15:43:00,2011-12-09 09:44:00,1,24,9978.48,2467,415.77,732,5,5,5,555
15695,United Kingdom,2010-01-27 10:56:00,2011-03-18 08:32:00,267,4,1131.04,484,282.76,415,2,3,3,233
15696,United Kingdom,2010-01-24 14:36:00,2011-11-06 14:02:00,34,13,3881.2200000000003,1386,298.56,651,4,5,5,455
15697,United Kingdom,2010-01-19 09:10:00,2010-01-19 09:10:00,690,1,246.75,127,246.75,0,1,1,1,111
15698,United Kingdom,2010-03-25 17:38:00,2010-03-25 17:38:00,625,1,46.2,60,46.2,0,1,1,1,111
15699,United Kingdom,2011-11-22 08:26:00,2011-11-22 08:26:00,18,1,309.65,113,309.65,0,5,1,2,512
15700,United Kingdom,2011-06-19 15:36:00,2011-06-20 16:53:00,173,2,696.68,357,348.34,1,3,2,3,323
15701,United Kingdom,2011-08-21 12:36:00,2011-12-07 14:39:00,3,4,1529.0,912,382.25,108,5,3,4,534
15702,Nigeria,2010-01-26 17:23:00,2010-08-20 14:50:00,477,2,140.39,103,70.19,206,1,2,1,121
15703,United Kingdom,2011-03-20 10:51:00,2011-03-20 10:51:00,265,1,211.5,66,211.5,0,2,1,1,211
15704,United Kingdom,2010-05-05 14:51:00,2011-07-22 13:35:00,141,6,3734.6600000000003,1709,622.44,443,3,4,5,345
15705,United Kingdom,2011-05-22 15:37:00,2011-05-22 15:37:00,202,1,143.1,62,143.1,0,2,1,1,211
15706,United Kingdom,2011-08-15 14:32:00,2011-10-07 10:09:00,64,4,1060.56,321,265.14,53,3,3,3,333
15707,United Kingdom,2011-09-14 14:19:00,2011-11-04 14:35:00,36,4,916.98,594,229.24,51,4,3,3,433
15708,United Kingdom,2010-10-10 11:33:00,2011-10-30 10:54:00,41,9,3887.15,1465,431.91,385,4,5,5,455
15709,United Kingdom,2010-04-29 18:31:00,2011-03-01 10:38:00,284,2,327.85,169,163.92,306,2,2,2,222
15710,United Kingdom,2010-10-18 17:05:00,2010-10-18 17:05:00,418,1,898.87,641,898.87,0,1,1,3,113
15711,United Kingdom,2010-01-24 12:13:00,2010-06-01 12:14:00,557,2,420.25,199,210.12,128,1,2,2,122
15712,United Kingdom,2009-12-01 11:17:00,2011-11-30 14:09:00,10,12,3472.41,1277,289.37,729,5,5,5,555
15713,United Kingdom,2009-12-16 09:41:00,2011-07-19 13:34:00,144,4,839.64,451,209.91,580,3,3,3,333
15714,United Kingdom,2010-06-02 12:08:00,2011-11-28 11:26:00,12,5,783.96,361,156.79,544,5,4,3,543
15715,United Kingdom,2010-03-30 12:17:00,2010-06-02 09:56:00,556,5,658.02,246,131.6,64,1,4,3,143
15716,United Kingdom,2009-12-07 12:42:00,2011-07-17 11:59:00,146,11,2485.26,1379,225.93,587,3,5,4,354
15717,United Kingdom,2010-04-26 10:41:00,2011-04-19 13:21:00,235,5,607.0,224,121.4,358,2,4,2,242
15718,United Kingdom,2010-06-17 16:20:00,2010-06-17 16:20:00,541,1,293.79,95,293.79,0,1,1,2,112
15719,United Kingdom,2009-12-01 12:47:00,2011-11-07 12:29:00,33,31,10195.97,5356,328.9,706,4,5,5,455
15720,United Kingdom,2010-06-07 15:40:00,2011-11-15 14:48:00,25,2,739.22,327,369.61,526,4,2,3,423
15721,United Kingdom,2011-11-28 12:14:00,2011-11-28 12:14:00,12,1,471.40000000000003,388,471.4,0,5,1,2,512
15722,United Kingdom,2010-03-09 15:05:00,2011-11-04 11:43:00,36,11,5234.0,2279,475.82,605,4,5,5,455
15723,United Kingdom,2010-05-14 12:55:00,2010-12-10 11:12:00,365,4,930.7,427,232.68,210,2,3,3,233
15724,United Kingdom,2010-11-04 10:22:00,2011-05-22 14:40:00,202,3,310.85,117,103.62,199,2,3,2,232
15725,United Kingdom,2011-11-24 14:51:00,2011-11-24 14:51:00,16,1,415.25,221,415.25,0,5,1,2,512
15726,United Kingdom,2010-11-14 16:12:00,2010-11-14 16:12:00,391,1,321.91,123,321.91,0,2,1,2,212
15727,United Kingdom,2010-01-24 12:12:00,2011-11-23 12:36:00,17,15,9371.71,5908,624.78,668,5,5,5,555
15728,United Kingdom,2010-09-21 14:46:00,2010-11-25 10:39:00,380,2,544.6,132,272.3,65,2,2,2,222
15729,United Kingdom,2010-11-01 13:44:00,2011-05-11 12:36:00,213,3,192.55,47,64.18,191,2,3,1,231
15730,United Kingdom,2010-10-04 14:15:00,2011-10-05 12:31:00,66,5,1726.58,1061,345.32,366,3,4,4,344
15731,United Kingdom,2010-06-04 10:10:00,2010-06-04 10:10:00,554,1,125.3,122,125.3,0,1,1,1,111
15732,United Kingdom,2010-02-04 10:10:00,2011-05-11 14:24:00,213,10,1543.97,1264,154.4,461,2,5,4,254
15733,United Kingdom,2011-03-02 09:05:00,2011-03-02 09:05:00,283,1,162.3,62,162.3,0,2,1,1,211
15734,United Kingdom,2010-06-10 14:25:00,2011-08-17 10:50:00,115,4,2263.3,516,565.83,433,3,3,4,334
15735,United Kingdom,2010-10-14 13:38:00,2010-10-14 13:38:00,422,1,327.68,206,327.68,0,1,1,2,112
15736,United Kingdom,2010-09-30 14:19:00,2010-09-30 14:20:00,436,2,1767.1200000000001,1208,883.56,0,1,2,4,124
15737,United Kingdom,2011-04-11 10:01:00,2011-11-25 11:21:00,15,8,1188.1200000000001,597,148.52,228,5,4,3,543
15738,United Kingdom,2009-12-10 15:52:00,2011-11-21 08:26:00,19,41,13043.32,9030,318.13,711,5,5,5,555
15739,United Kingdom,2011-10-04 13:42:00,2011-10-04 13:42:00,67,1,449.12,472,449.12,0,3,1,2,312
15740,United Kingdom,2011-10-21 14:29:00,2011-10-21 14:29:00,50,1,154.88,152,154.88,0,4,1,1,411
15741,United Kingdom,2010-03-31 11:55:00,2010-09-07 16:21:00,459,2,208.62,70,104.31,160,1,2,1,121
15742,United Kingdom,2010-03-30 15:25:00,2010-03-30 15:25:00,620,1,156.87,51,156.87,0,1,1,1,111
15743,United Kingdom,2011-06-08 10:14:00,2011-11-23 17:19:00,17,4,775.96,214,193.99,168,5,3,3,533
15744,United Kingdom,2011-09-23 09:52:00,2011-09-23 09:52:00,78,1,34.8,120,34.8,0,3,1,1,311
15745,United Kingdom,2011-04-17 13:04:00,2011-11-20 13:45:00,20,4,1094.5900000000001,421,273.65,217,4,3,3,433
15746,United Kingdom,2011-07-28 15:21:00,2011-07-28 15:21:00,135,1,196.88,178,196.88,0,3,1,1,311
15747,United Kingdom,2010-01-18 11:21:00,2011-11-27 12:26:00,13,9,2499.81,1344,277.76,678,5,5,4,554
15748,United Kingdom,2010-09-16 16:52:00,2011-10-30 12:51:00,41,3,609.81,261,203.27,409,4,3,3,433
15749,United Kingdom,2011-01-11 12:55:00,2011-04-18 13:20:00,236,3,44534.3,18028,14844.77,97,2,3,5,235
15750,United Kingdom,2009-12-01 17:19:00,2011-12-07 12:34:00,3,18,6452.991,4281,358.5,736,5,5,5,555
15751,United Kingdom,2009-12-06 13:08:00,2010-09-05 12:44:00,461,11,1380.44,443,125.49,273,1,5,4,154
15752,United Kingdom,2010-09-08 11:56:00,2011-10-31 11:37:00,40,9,3924.91,2792,436.1,418,4,5,5,455
15753,United Kingdom,2011-02-08 12:41:00,2011-02-08 12:41:00,305,1,79.2,144,79.2,0,2,1,1,211
15754,United Kingdom,2010-02-22 13:31:00,2011-10-19 14:40:00,52,9,3037.61,1762,337.51,604,4,5,5,455
15755,United Kingdom,2009-12-04 08:24:00,2011-11-29 14:57:00,11,17,5993.12,4034,352.54,725,5,5,5,555
15756,United Kingdom,2011-04-04 14:00:00,2011-10-09 13:30:00,62,4,528.01,241,132.0,188,3,3,2,332
15757,United Kingdom,2010-06-10 13:47:00,2011-10-05 12:14:00,66,6,2940.36,1757,490.06,482,3,4,5,345
15758,United Kingdom,2011-11-15 10:48:00,2011-11-15 10:48:00,25,1,205.25,47,205.25,0,4,1,1,411
15759,United Kingdom,2009-12-02 10:08:00,2011-05-05 15:13:00,219,7,830.9300000000001,523,118.7,519,2,4,3,243
15760,Norway,2010-03-19 11:35:00,2010-03-19 11:45:00,631,2,13916.34,2,6958.17,0,1,2,5,125
15761,United Kingdom,2010-09-23 09:33:00,2010-09-23 09:33:00,443,1,143.05,31,143.05,0,1,1,1,111
15762,United Kingdom,2011-09-23 15:17:00,2011-10-05 16:15:00,66,2,583.75,251,291.88,12,3,2,2,322
15763,United Kingdom,2011-09-23 12:10:00,2011-11-08 09:44:00,32,2,1086.92,271,543.46,46,4,2,3,423
15764,United Kingdom,2010-08-18 13:58:00,2011-09-12 17:58:00,89,8,4503.08,2945,562.88,390,3,4,5,345
15765,United Kingdom,2010-02-11 10:25:00,2010-02-11 10:25:00,667,1,370.63,335,370.63,0,1,1,2,112
15766,United Kingdom,2010-01-26 15:55:00,2011-10-06 17:03:00,65,3,831.0600000000001,334,277.02,618,3,3,3,333
15768,United Kingdom,2009-12-03 12:10:00,2011-08-16 10:48:00,116,34,15308.89,4215,450.26,621,3,5,5,355
15769,United Kingdom,2009-12-11 09:58:00,2011-12-02 13:52:00,8,46,88612.52,49068,1926.36,721,5,5,5,555
15770,United Kingdom,2010-04-06 11:47:00,2010-04-06 11:47:00,613,1,321.45,67,321.45,0,1,1,2,112
15771,United Kingdom,2010-01-15 12:14:00,2010-04-14 13:56:00,605,3,1006.54,512,335.51,89,1,3,3,133
15772,United Kingdom,2010-10-17 13:33:00,2010-10-17 13:33:00,419,1,280.88,110,280.88,0,1,1,1,111
15773,United Kingdom,2010-10-26 15:27:00,2011-12-04 12:48:00,6,2,774.52,410,387.26,404,5,2,3,523
15774,United Kingdom,2010-02-21 12:57:00,2011-10-02 12:04:00,69,6,1288.34,465,214.72,588,3,4,4,344
15775,United Kingdom,2010-03-18 07:32:00,2011-04-08 12:56:00,246,2,150.5,260,75.25,386,2,2,1,221
15776,United Kingdom,2011-07-29 13:46:00,2011-07-29 13:46:00,134,1,241.62,138,241.62,0,3,1,1,311
15777,United Kingdom,2010-05-20 10:37:00,2011-04-12 16:43:00,242,7,1762.6100000000001,599,251.8,327,2,4,4,244
15778,United Kingdom,2010-10-04 15:10:00,2010-10-04 15:10:00,432,1,307.95000000000005,101,307.95,0,1,1,2,112
15779,United Kingdom,2010-06-25 15:55:00,2010-09-02 16:40:00,464,2,124.08000000000001,20,62.04,69,1,2,1,121
15780,United Kingdom,2010-12-17 11:43:00,2011-06-09 12:01:00,184,3,475.28000000000003,220,158.43,174,3,3,2,332
15781,United Kingdom,2011-02-07 09:15:00,2011-11-14 14:57:00,26,3,345.46000000000004,180,115.15,280,4,3,2,432
15782,United Kingdom,2010-10-05 15:43:00,2011-11-30 10:49:00,10,4,4014.1,1844,1003.52,421,5,3,5,535
15783,United Kingdom,2011-11-29 09:50:00,2011-11-29 09:50:00,11,1,246.3,212,246.3,0,5,1,1,511
15784,United Kingdom,2010-02-05 14:42:00,2010-08-29 10:38:00,468,2,848.33,381,424.16,205,1,2,3,123
15785,United Kingdom,2009-12-15 16:28:00,2011-11-07 11:33:00,33,16,5969.93,4479,373.12,692,4,5,5,455
15786,United Kingdom,2010-06-21 10:13:00,2011-10-24 14:13:00,47,5,8501.62,5957,1700.32,490,4,4,5,445
15787,United Kingdom,2011-10-09 13:11:00,2011-11-13 14:55:00,27,3,933.26,534,311.09,35,4,3,3,433
15788,United Kingdom,2010-07-19 12:48:00,2010-07-19 12:48:00,509,1,221.83,115,221.83,0,1,1,1,111
15789,United Kingdom,2010-03-26 11:21:00,2010-12-16 14:35:00,359,6,1962.01,2499,327.0,265,2,4,4,244
15790,United Kingdom,2011-11-29 14:53:00,2011-11-29 14:53:00,11,1,218.75,113,218.75,0,5,1,1,511
15791,United Kingdom,2010-03-08 09:41:00,2011-10-27 10:14:00,44,5,3608.34,1970,721.67,598,4,4,5,445
15792,United Kingdom,2010-03-31 09:42:00,2010-11-05 08:21:00,400,2,933.84,606,466.92,219,2,2,3,223
15793,United Kingdom,2009-12-01 12:54:00,2011-11-25 09:31:00,15,8,2399.57,1685,299.95,724,5,4,4,544
15794,United Kingdom,2009-12-02 15:10:00,2009-12-03 13:04:00,737,2,777.0,288,388.5,1,1,2,3,123
15795,United Kingdom,2010-01-18 11:31:00,2011-07-13 10:43:00,150,8,1979.8700000000001,1411,247.48,541,3,4,4,344
15796,United Kingdom,2010-03-31 13:10:00,2011-12-08 19:55:00,2,17,5171.63,1733,304.21,617,5,5,5,555
15797,United Kingdom,2010-01-27 13:12:00,2011-08-18 17:04:00,114,6,2821.08,1281,470.18,568,3,4,4,344
15798,United Kingdom,2010-01-27 11:55:00,2010-08-04 09:13:00,493,3,1535.37,915,511.79,189,1,3,4,134
15799,United Kingdom,2010-10-17 14:26:00,2011-09-25 12:46:00,76,4,1421.34,1341,355.34,343,3,3,4,334
15800,United Kingdom,2010-03-31 13:17:00,2011-08-24 14:23:00,108,7,1227.07,575,175.3,511,3,4,4,344
15801,United Kingdom,2011-08-22 09:53:00,2011-10-24 13:52:00,47,3,1063.95,570,354.65,63,4,3,3,433
15802,United Kingdom,2011-07-20 11:38:00,2011-07-20 11:38:00,143,1,451.42,1,451.42,0,3,1,2,312
15803,United Kingdom,2010-02-01 16:29:00,2011-10-19 14:56:00,52,4,1929.66,1030,482.42,625,4,3,4,434
15804,United Kingdom,2011-05-25 10:12:00,2011-12-09 12:31:00,1,13,4206.39,2565,323.57,198,5,5,5,555
15805,United Kingdom,2009-12-10 12:57:00,2011-11-16 16:32:00,24,30,10148.93,6205,338.3,706,4,5,5,455
15806,United Kingdom,2011-03-08 09:24:00,2011-10-24 14:35:00,47,3,784.58,602,261.53,230,4,3,3,433
15807,United Kingdom,2010-02-11 15:32:00,2011-10-20 14:10:00,51,5,1817.52,1532,363.5,616,4,4,4,444
15808,United Kingdom,2009-12-01 16:30:00,2011-02-06 14:33:00,307,21,17180.25,6753,818.11,432,2,5,5,255
15809,United Kingdom,2010-06-22 14:23:00,2011-11-03 16:40:00,37,7,1274.44,700,182.06,499,4,4,4,444
15810,United Kingdom,2010-02-04 18:18:00,2011-09-22 09:38:00,79,8,2999.04,1653,374.88,595,3,4,5,345
15811,United Kingdom,2010-11-16 16:46:00,2011-11-17 15:31:00,23,7,3486.15,1781,498.02,366,4,4,5,445
15812,United Kingdom,2009-12-15 13:40:00,2011-08-24 14:19:00,108,12,5201.47,3450,433.46,617,3,5,5,355
15813,United Kingdom,2011-04-14 09:09:00,2011-05-16 08:13:00,208,2,1303.9099999999999,603,651.95,32,2,2,4,224
15814,United Kingdom,2010-04-15 14:31:00,2011-11-23 08:17:00,17,6,2634.44,1728,439.07,587,5,4,4,544
15815,United Kingdom,2011-03-25 08:43:00,2011-10-07 12:42:00,64,5,2100.6,1856,420.12,196,3,4,4,344
15816,United Kingdom,2010-06-15 12:54:00,2010-06-15 13:36:00,543,2,144.15,54,72.08,0,1,2,1,121
15817,United Kingdom,2010-06-14 13:31:00,2010-10-15 11:07:00,421,3,2766.4,1596,922.13,123,1,3,4,134
15818,United Kingdom,2010-04-30 12:58:00,2010-04-30 12:58:00,589,1,340.5,284,340.5,0,1,1,2,112
15819,United Kingdom,2010-03-18 11:08:00,2011-10-21 14:50:00,50,10,3934.79,2928,393.48,582,4,5,5,455
15820,United Kingdom,2011-01-24 12:00:00,2011-01-24 12:00:00,320,1,206.98,128,206.98,0,2,1,1,211
15821,United Kingdom,2011-10-09 13:28:00,2011-10-26 15:48:00,45,2,570.96,202,285.48,17,4,2,2,422
15822,United Kingdom,2009-12-06 15:12:00,2011-12-06 14:50:00,4,6,1840.06,950,306.68,730,5,4,4,544
15823,United Kingdom,2009-12-08 15:12:00,2010-12-02 15:08:00,373,3,3882.17,1774,1294.06,359,2,3,5,235
15824,United Kingdom,2010-06-25 15:10:00,2010-09-12 13:20:00,454,2,890.94,478,445.47,79,1,2,3,123
15825,United Kingdom,2011-06-20 13:27:00,2011-06-20 13:27:00,173,1,532.94,220,532.94,0,3,1,2,312
15826,United Kingdom,2010-05-20 17:00:00,2011-10-14 16:05:00,57,4,2598.28,1824,649.57,512,4,3,4,434
15827,United Kingdom,2010-01-08 11:25:00,2011-09-27 15:35:00,74,28,3603.14,1715,128.68,627,3,5,5,355
15828,United Kingdom,2010-11-29 16:41:00,2010-11-29 16:41:00,376,1,1108.82,367,1108.82,0,2,1,3,213
15829,United Kingdom,2011-07-22 10:23:00,2011-09-01 16:45:00,100,2,636.14,996,318.07,41,3,2,3,323
15830,United Kingdom,2011-11-02 10:40:00,2011-11-02 10:40:00,38,1,576.0,415,576.0,0,4,1,2,412
15831,United Kingdom,2011-01-19 14:52:00,2011-10-12 13:14:00,59,3,794.64,1092,264.88,266,4,3,3,433
15832,United Kingdom,2011-03-30 15:29:00,2011-03-30 15:29:00,255,1,836.79,465,836.79,0,2,1,3,213
15833,United Kingdom,2009-12-02 11:59:00,2009-12-02 11:59:00,738,1,80.4,24,80.4,0,1,1,1,111
15834,United Kingdom,2010-10-11 14:05:00,2011-09-30 14:41:00,71,7,3764.39,1815,537.77,354,3,4,5,345
15835,United Kingdom,2011-01-13 10:35:00,2011-10-26 15:47:00,45,4,954.09,439,238.52,286,4,3,3,433
15836,United Kingdom,2011-10-20 17:13:00,2011-10-20 17:13:00,51,1,137.37,26,137.37,0,4,1,1,411
15837,United Kingdom,2010-08-11 10:16:00,2011-10-06 09:01:00,65,2,777.01,405,388.5,421,3,2,3,323
15838,United Kingdom,2009-12-15 09:51:00,2011-11-28 14:00:00,12,34,73205.5,64114,2153.1,713,5,5,5,555
15839,United Kingdom,2011-07-14 16:35:00,2011-11-06 13:54:00,34,3,1048.49,675,349.5,115,4,3,3,433
15840,United Kingdom,2011-06-20 11:42:00,2011-10-12 09:08:00,59,2,355.56,396,177.78,114,4,2,2,422
15841,United Kingdom,2009-12-10 08:29:00,2011-09-28 12:15:00,73,9,2742.41,2391,304.71,657,3,5,4,354
15842,United Kingdom,2010-06-30 09:06:00,2010-11-11 14:08:00,394,2,548.8000000000001,296,274.4,134,2,2,2,222
15843,United Kingdom,2011-02-09 10:19:00,2011-02-09 10:19:00,304,1,118.95,27,118.95,0,2,1,1,211
15844,United Kingdom,2011-10-24 15:19:00,2011-10-24 15:19:00,47,1,130.73999999999998,134,130.74,0,4,1,1,411
15845,United Kingdom,2010-01-26 14:44:00,2011-11-22 09:42:00,18,11,4426.28,2128,402.39,665,5,5,5,555
15846,United Kingdom,2010-11-19 14:40:00,2010-11-19 14:40:00,386,1,107.01,79,107.01,0,2,1,1,211
15847,United Kingdom,2010-03-08 08:47:00,2011-11-01 14:41:00,39,5,822.57,643,164.51,603,4,4,3,443
15848,United Kingdom,2010-03-28 10:54:00,2010-03-28 10:54:00,622,1,137.99,45,137.99,0,1,1,1,111
15850,United Kingdom,2009-12-13 13:27:00,2011-11-20 14:14:00,20,6,1006.75,1334,167.79,707,4,4,3,443
15851,United Kingdom,2010-07-01 12:34:00,2010-07-01 12:34:00,527,1,109.73,67,109.73,0,1,1,1,111
15852,United Kingdom,2010-07-01 10:16:00,2011-06-06 11:22:00,187,3,257.26,60,85.75,340,3,3,1,331
15853,United Kingdom,2011-10-19 10:38:00,2011-10-19 10:38:00,52,1,110.8,135,110.8,0,4,1,1,411
15854,United Kingdom,2009-12-10 12:08:00,2011-12-05 13:39:00,5,21,5578.28,1691,265.63,725,5,5,5,555
15855,United Kingdom,2010-08-20 17:15:00,2011-07-26 10:20:00,137,6,1052.72,712,175.45,340,3,4,3,343
15856,United Kingdom,2009-12-03 14:02:00,2011-12-05 17:09:00,5,52,32275.95,19550,620.69,732,5,5,5,555
15857,United Kingdom,2010-10-05 16:43:00,2011-11-21 12:18:00,19,2,570.48,584,285.24,412,5,2,2,522
15858,United Kingdom,2009-12-10 11:42:00,2011-11-24 12:48:00,16,13,3552.41,2715,273.26,714,5,5,5,555
15859,United Kingdom,2010-10-03 12:52:00,2010-10-03 12:52:00,433,1,438.46,174,438.46,0,1,1,2,112
15860,United Kingdom,2009-12-06 12:31:00,2011-10-30 11:25:00,41,17,2361.3,1259,138.9,693,4,5,4,454
15861,United Kingdom,2010-01-28 19:41:00,2011-11-27 15:59:00,13,12,4369.2,3837,364.1,668,5,5,5,555
15862,United Kingdom,2009-12-17 11:33:00,2011-12-01 13:28:00,9,13,2512.29,1520,193.25,714,5,5,4,554
15863,United Kingdom,2009-12-17 10:20:00,2011-11-14 12:49:00,26,5,355.1,162,71.02,697,4,4,2,442
15864,United Kingdom,2010-11-23 15:02:00,2011-11-17 13:32:00,23,7,2180.76,1486,311.54,359,4,4,4,444
15865,United Kingdom,2010-01-05 13:58:00,2011-10-30 12:43:00,41,5,2241.42,1141,448.28,663,4,4,4,444
15866,United Kingdom,2011-08-30 14:09:00,2011-08-30 14:09:00,102,1,211.89,124,211.89,0,3,1,1,311
15867,United Kingdom,2009-12-14 15:16:00,2011-12-04 13:32:00,6,31,8923.3,5067,287.85,720,5,5,5,555
15868,United Kingdom,2010-05-05 14:11:00,2010-05-05 14:11:00,584,1,94.53,57,94.53,0,1,1,1,111
15869,United Kingdom,2010-03-23 16:50:00,2011-03-07 17:23:00,278,3,321.11,273,107.04,349,2,3,2,232
15870,United Kingdom,2010-09-19 16:22:00,2011-11-07 10:58:00,33,4,857.46,504,214.36,414,4,3,3,433
15871,United Kingdom,2010-09-28 14:16:00,2010-09-28 14:16:00,438,1,33.099999999999994,5,33.1,0,1,1,1,111
15872,United Kingdom,2010-06-07 14:53:00,2011-11-25 11:55:00,15,4,729.25,467,182.31,536,5,3,3,533
15873,United Kingdom,2010-07-27 11:58:00,2010-07-28 12:41:00,500,4,313.91999999999996,1152,78.48,1,1,3,2,132
15874,United Kingdom,2010-01-07 13:56:00,2011-10-07 12:31:00,64,21,11284.76,5102,537.37,638,3,5,5,355
15875,United Kingdom,2010-03-03 16:51:00,2010-03-03 16:51:00,647,1,108.52,74,108.52,0,1,1,1,111
15876,United Kingdom,2010-09-17 15:26:00,2010-10-26 18:58:00,410,2,1449.14,886,724.57,39,2,2,4,224
15877,United Kingdom,2011-11-22 11:18:00,2011-12-08 11:53:00,2,2,490.33,368,245.16,16,5,2,2,522
15878,United Kingdom,2009-12-06 12:28:00,2010-05-27 12:17:00,562,2,330.77,243,165.38,172,1,2,2,122
15879,United Kingdom,2009-12-17 19:54:00,2010-10-31 16:21:00,405,4,1137.8,639,284.45,318,2,3,3,233
15880,United Kingdom,2010-12-05 13:00:00,2010-12-05 13:00:00,370,1,329.03,202,329.03,0,2,1,2,212
15881,United Kingdom,2010-12-10 13:32:00,2011-01-31 16:59:00,313,5,501.39,260,100.28,52,2,4,2,242
15882,United Kingdom,2009-12-10 15:33:00,2011-05-25 11:35:00,199,8,1124.66,650,140.58,531,2,4,3,243
15883,United Kingdom,2011-11-06 14:50:00,2011-12-07 17:05:00,3,2,396.48,223,198.24,31,5,2,2,522
15884,United Kingdom,2009-12-03 18:23:00,2010-10-03 15:55:00,433,2,244.60000000000002,152,122.3,304,1,2,1,121
15885,United Kingdom,2010-01-21 12:47:00,2011-09-08 10:43:00,93,15,1951.82,622,130.12,595,3,5,4,354
15886,United Kingdom,2010-04-20 15:03:00,2011-10-10 14:25:00,61,4,1052.8700000000001,667,263.22,538,3,3,3,333
15887,United Kingdom,2010-06-02 11:53:00,2010-10-29 08:36:00,407,3,1027.15,605,342.38,149,2,3,3,233
15888,United Kingdom,2010-07-01 11:51:00,2011-09-20 12:30:00,81,3,429.16,139,143.05,446,3,3,2,332
15889,United Kingdom,2009-12-10 12:21:00,2011-07-06 11:10:00,157,8,1427.6,800,178.45,573,3,4,4,344
15890,United Kingdom,2010-04-14 08:43:00,2010-11-10 12:46:00,395,5,535.65,119,107.13,210,2,4,2,242
15891,United Kingdom,2011-04-27 12:35:00,2011-04-27 12:35:00,227,1,511.68,418,511.68,0,2,1,2,212
15892,United Kingdom,2010-02-08 16:23:00,2010-02-08 16:23:00,670,1,128.2,46,128.2,0,1,1,1,111
15893,United Kingdom,2010-08-15 11:12:00,2010-08-15 11:12:00,482,1,305.28000000000003,288,305.28,0,1,1,2,112
15894,United Kingdom,2010-12-05 14:06:00,2011-03-31 13:50:00,254,2,258.25,164,129.12,116,2,2,1,221
15895,United Kingdom,2011-07-13 10:27:00,2011-07-13 10:27:00,150,1,179.17,94,179.17,0,3,1,1,311
15897,United Kingdom,2011-05-29 13:32:00,2011-05-29 13:50:00,195,2,208.59,223,104.3,0,2,2,1,221
15898,United Kingdom,2009-12-11 16:11:00,2011-12-08 15:23:00,2,25,4996.45,2160,199.86,727,5,5,5,555
15899,United Kingdom,2010-12-06 10:36:00,2010-12-06 10:36:00,369,1,56.25,39,56.25,0,2,1,1,211
15900,United Kingdom,2010-05-26 11:27:00,2011-11-16 12:19:00,24,4,886.57,656,221.64,539,4,3,3,433
